Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Nicolas Aube-Kubel,WSH,R,R,1996-05-10,Slave Lake,AB,CAN,CAN,72,207,2014,2,48,20182019,N,50,3,9,12
David Backes,--,R,R,1984-05-01,Minneapolis,MN,USA,USA,75,215,2003,2,62,20062007,N,15,3,1,4
Mikael Backlund,CGY,L,C,1989-03-17,Vasteras,--,SWE,SWE,72,206,2007,1,24,20082009,N,54,9,23,32
Nicklas Backstrom,WSH,L,C,1987-11-23,Gavle,--,SWE,SWE,73,202,2006,1,4,20072008,N,55,15,38,53
Josh Bailey,--,L,R,1989-10-02,Bowmanville,ON,CAN,CAN,73,200,2008,1,9,20082009,N,54,8,27,35
Rudolfs Balcers,--,L,L,1997-04-08,Liepaja,--,LVA,LVA,71,182,2015,5,142,20182019,N,41,8,9,17
Alexander Barabanov,SJS,L,L,1994-06-17,St. Petersburg,--,RUS,RUS,70,195,--,--,--,20202021,N,22,3,5,8
Ivan Barbashev,VGK,L,C,1995-12-14,Moscow,--,RUS,RUS,72,198,2014,2,33,20162017,N,38,5,7,12
Aleksander Barkov,FLA,L,C,1995-09-02,Tampere,--,FIN,FIN,75,215,2013,1,2,20132014,N,50,26,32,58
Tyson Barrie,NSH,R,D,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,3,64,20112012,N,56,8,40,48
Alex Barré-Boulet,TBL,L,C,1997-05-21,Montmagny,QC,CAN,CAN,70,178,--,--,--,20202021,N,15,3,0,3
Mathew Barzal,NYI,R,C,1997-05-26,Coquitlam,BC,CAN,CAN,73,190,2015,1,16,20162017,N,55,17,28,45
Nathan Bastian,NJD,R,R,1997-12-06,Kitchener,ON,CAN,CAN,76,205,2016,2,41,20182019,N,41,3,7,10
Drake Batherson,OTT,R,R,1998-04-27,Fort Wayne,IN,USA,CAN,75,203,2017,4,121,20182019,N,56,17,17,34
Jay Beagle,--,R,C,1985-10-16,Calgary,AB,CAN,CAN,75,210,--,--,--,20082009,N,30,1,4,5
Jake Bean,CBJ,L,D,1998-06-09,Calgary,AB,CAN,CAN,73,191,2016,1,13,20182019,N,42,1,11,12
Ethan Bear,WSH,R,D,1997-06-26,Regina,SK,CAN,CAN,71,197,2015,5,124,20172018,N,43,2,6,8
Nicolas Beaudin,--,L,D,1999-10-07,Chateauguay,QC,CAN,CAN,71,185,2018,1,27,20192020,N,19,2,4,6
Nathan Beaulieu,--,L,D,1992-12-05,Strathroy,ON,CAN,CAN,74,200,2011,1,17,20122013,N,25,0,1,1
Anthony Beauvillier,NSH,L,L,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015,1,28,20162017,N,47,15,13,28
Pierre-Edouard Bellemare,SEA,L,L,1985-03-06,Le Blanc-Mesnil,--,FRA,FRA,71,198,--,--,--,20142015,N,53,9,2,11
Kieffer Bellows,--,L,L,1998-06-10,Edina,MN,USA,USA,73,195,2016,1,19,20192020,N,14,3,0,3
Emil Bemstrom,PIT,R,C,1999-06-01,Nykoping,--,SWE,SWE,72,195,2017,4,117,20192020,N,20,3,2,5
Jamie Benn,DAL,L,L,1989-07-18,Victoria,BC,CAN,CAN,74,205,2007,5,129,20092010,N,52,11,24,35
Jordie Benn,--,L,D,1987-07-26,Victoria,BC,CAN,CAN,74,201,--,--,--,20112012,N,39,1,9,10
Sam Bennett,FLA,L,C,1996-06-20,Holland Landing,ON,CAN,CAN,73,195,2014,1,4,20142015,N,48,10,17,27
Matt Benning,SJS,R,D,1994-05-25,Edmonton,AB,CAN,CAN,73,203,2012,6,175,20162017,N,53,1,3,4
Patrice Bergeron,--,R,C,1985-07-24,L'Ancienne-Lorette,QC,CAN,CAN,73,196,2003,2,45,20032004,N,54,23,25,48
Alex Biega,--,R,D,1988-04-04,Montréal,QC,CAN,CAN,70,195,2006,5,147,20142015,N,13,0,3,3
Clark Bishop,CGY,L,C,1996-03-29,St. John's,NL,CAN,CAN,73,197,2014,5,127,20182019,N,13,0,3,3
Anthony Bitetto,--,L,D,1990-07-15,Island Park,NY,USA,USA,73,222,2010,6,168,20142015,N,14,1,3,4
Anders Bjork,--,L,L,1996-08-05,Mequon,WI,USA,USA,72,190,2014,5,146,20172018,N,45,5,6,11
Oliver Bjorkstrand,SEA,R,R,1995-04-10,Herning,--,DNK,DNK,72,175,2013,3,89,20152016,N,56,18,26,44
Tobias Bjornfot,FLA,L,D,2001-04-06,Upplands Vasby,--,SWE,SWE,73,200,2019,1,22,20192020,N,33,1,5,6
Nick Bjugstad,ARI,R,C,1992-07-17,Minneapolis,MN,USA,USA,78,209,2010,1,19,20122013,N,44,6,11,17
Colin Blackwell,CHI,R,C,1993-03-28,North Andover,MA,USA,USA,69,190,2011,7,194,20182019,N,47,12,10,22
Sammy Blais,STL,L,L,1996-06-17,Montmagny,QC,CAN,CAN,74,206,2014,6,176,20172018,N,36,8,7,15
Anton Blidh,NYR,L,L,1995-03-14,Molnlycke,--,SWE,SWE,73,196,2013,6,180,20162017,N,10,1,0,1
Teddy Blueger,VAN,L,C,1994-08-15,Riga,--,LVA,LVA,72,185,2012,2,52,20182019,N,43,7,15,22
Brock Boeser,VAN,R,R,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,1,23,20162017,N,56,23,26,49
Zach Bogosian,MIN,R,D,1990-07-15,Massena,NY,USA,USA,75,231,2008,1,3,20082009,N,45,0,4,4
Nick Bonino,--,L,C,1988-04-20,Hartford,CT,USA,USA,73,198,2007,6,173,20092010,N,55,10,16,26
Adam Boqvist,CBJ,R,D,2000-08-15,Falun,--,SWE,SWE,72,189,2018,1,8,20192020,N,35,2,14,16
Jesper Boqvist,BOS,L,C,1998-10-30,Falun,--,SWE,SWE,73,184,2017,2,36,20192020,N,28,4,3,7
Will Borgen,SEA,R,D,1996-12-19,Moorhead,MN,USA,USA,75,204,2015,4,92,20182019,N,10,0,0,0
Mark Borowiecki,--,L,D,1989-07-12,Ottawa,ON,CAN,CAN,74,204,2008,5,139,20112012,N,22,0,1,1
Robert Bortuzzo,NYI,R,D,1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,3,78,20112012,N,40,1,4,5
Evan Bouchard,EDM,R,D,1999-10-20,Oakville,ON,CAN,CAN,75,192,2018,1,10,20182019,N,14,2,3,5
Travis Boyd,ARI,R,C,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,6,177,20172018,N,39,5,5,10
Tyler Bozak,--,R,C,1986-03-19,Regina,SK,CAN,CAN,73,187,--,--,--,20092010,N,31,5,12,17
Erik Brannstrom,OTT,L,D,1999-09-02,Eksjo,--,SWE,SWE,70,185,2017,1,15,20182019,N,30,2,11,13
Derick Brassard,--,L,C,1987-09-22,Hull,QC,CAN,CAN,73,200,2006,1,6,20072008,N,53,8,12,20
Jesper Bratt,NJD,L,L,1998-07-30,Stockholm,--,SWE,SWE,70,175,2016,6,162,20172018,N,46,7,23,30
Justin Braun,--,R,D,1987-02-10,Minneapolis,MN,USA,USA,74,205,2007,7,201,20102011,N,53,1,5,6
TJ Brodie,TOR,L,D,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,4,114,20102011,N,56,1,13,14
Jonas Brodin,MIN,L,D,1993-07-12,Karlstad,--,SWE,SWE,74,196,2011,1,10,20122013,N,53,9,14,23
Mathias Brome,--,L,L,1994-07-29,Orby,--,SWE,SWE,72,183,--,--,--,20202021,N,26,1,1,2
Adam Brooks,PHI,L,C,1996-05-06,Winnipeg,MB,CAN,CAN,72,179,2016,4,92,20192020,N,11,4,1,5
Connor Brown,EDM,R,R,1994-01-14,Toronto,ON,CAN,CAN,72,184,2012,6,156,20152016,N,56,21,14,35
Dustin Brown,--,R,R,1984-11-04,Ithaca,NY,USA,USA,72,205,2003,1,13,20032004,N,49,17,14,31
Josh Brown,ARI,R,D,1994-01-21,London,ON,CAN,CAN,77,220,2013,6,152,20182019,N,26,0,1,1
Jacob Bryson,BUF,L,D,1997-11-18,London,ON,CAN,CAN,69,174,2017,4,99,20202021,N,38,1,8,9
Pavel Buchnevich,STL,L,L,1995-04-17,Cherepovets,--,RUS,RUS,73,196,2013,3,75,20162017,N,54,20,28,48
Connor Bunnaman,--,L,C,1998-04-16,Guelph,ON,CAN,CAN,73,207,2016,4,109,20192020,N,18,0,1,1
Michael Bunting,PIT,L,L,1995-09-17,Scarborough,ON,CAN,CAN,72,192,2014,4,117,20182019,N,21,10,3,13
Andre Burakovsky,SEA,L,L,1995-02-09,Klagenfurt,--,AUT,SWE,75,209,2013,1,23,20142015,N,53,19,25,44
Brent Burns,CAR,R,D,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,1,20,20032004,N,56,7,22,29
Will Butcher,MIN,L,D,1995-01-06,Sun Prairie,WI,USA,USA,70,195,2013,5,123,20172018,N,23,1,10,11
Bowen Byram,BUF,L,D,2001-06-13,Cranbrook,BC,CAN,CAN,73,190,2019,1,4,20202021,N,19,0,2,2
Paul Byron,--,L,L,1989-04-27,Ottawa,ON,CAN,CAN,69,164,2007,6,179,20102011,N,46,5,11,16
Nick Caamano,DAL,L,R,1998-09-07,Ancaster,ON,CAN,CAN,75,202,2016,5,146,20192020,N,24,0,1,1
Drake Caggiula,EDM,L,L,1994-06-20,Pickering,ON,CAN,CAN,70,179,--,--,--,20162017,N,38,3,7,10
Matt Calvert,--,L,L,1989-12-24,Brandon,MB,CAN,CAN,71,186,2008,5,127,20102011,N,18,0,3,3
Brandon Carlo,BOS,R,D,1996-11-26,Colorado Springs,CO,USA,USA,77,217,2015,2,37,20162017,N,27,3,1,4
John Carlson,WSH,R,D,1990-01-10,Natick,MA,USA,USA,75,215,2008,1,27,20092010,N,52,10,34,44
Gabriel Carlsson,--,L,D,1997-01-02,Orebro,--,SWE,SWE,77,195,2015,1,29,20162017,N,14,1,3,4
Lucas Carlsson,FLA,L,D,1997-07-05,Gavle,--,SWE,SWE,72,192,2016,4,110,20192020,N,12,0,1,1
Ryan Carpenter,SJS,R,C,1991-01-18,Oviedo,FL,USA,USA,73,198,--,--,--,20152016,N,40,4,1,5
Connor Carrick,SEA,R,D,1994-04-13,Orland Park,IL,USA,USA,70,198,2012,5,137,20132014,N,11,1,1,2
Sam Carrick,EDM,R,C,1992-02-04,Markham,ON,CAN,CAN,72,200,2010,5,144,20142015,N,13,2,4,6
Alexandre Carrier,NSH,R,D,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,4,115,20162017,N,19,1,2,3
William Carrier,VGK,L,L,1994-12-20,LaSalle,QC,CAN,CAN,74,220,2013,2,57,20162017,N,52,6,9,15
Jeff Carter,PIT,R,C,1985-01-01,London,ON,CAN,CAN,75,219,2003,1,11,20052006,N,54,17,13,30
Cole Caufield,MTL,R,R,2001-01-02,Mosinee,WI,USA,USA,68,175,2019,1,15,20202021,N,10,4,1,5
Cody Ceci,EDM,R,D,1993-12-21,Ottawa,ON,CAN,CAN,75,210,2012,1,15,20132014,N,53,4,13,17
Erik Cernak,TBL,R,D,1997-05-28,Kosice,--,SVK,SVK,75,230,2015,2,43,20182019,N,46,5,13,18
Thomas Chabot,OTT,L,D,1997-01-30,Sainte-Marie,QC,CAN,CAN,74,203,2015,1,18,20162017,N,49,6,25,31
Michael Chaput,--,L,C,1992-04-09,Ile Bizard,QC,CAN,CAN,74,199,2010,3,89,20132014,N,13,0,0,0
Zdeno Chara,--,L,D,1977-03-18,Trencin,--,SVK,SVK,81,250,1996,3,56,19971998,N,55,2,8,10
Jalen Chatfield,CAR,R,D,1996-05-15,Ypsilanti,MI,USA,USA,73,188,--,--,--,20202021,N,18,0,1,1
Ben Chiarot,DET,L,D,1991-05-09,Hamilton,ON,CAN,CAN,75,224,2009,4,120,20132014,N,41,1,6,7
Alex Chiasson,--,R,R,1990-10-01,Montréal,QC,CAN,CAN,76,208,2009,2,38,20122013,N,45,9,7,16
Dennis Cholowski,NYI,L,D,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,1,20,20182019,N,16,1,2,3
Jakob Chychrun,OTT,L,D,1998-03-31,Boca Raton,FL,USA,CAN,74,205,2016,1,16,20162017,N,56,18,23,41
Filip Chytil,NYR,L,C,1999-09-05,Kromeriz,--,CZE,CZE,74,208,2017,1,21,20172018,N,42,8,14,22
Anthony Cirelli,TBL,L,C,1997-07-15,Etobicoke,ON,CAN,CAN,73,190,2015,3,72,20172018,N,50,9,13,22
Casey Cizikas,NYI,L,C,1991-02-27,Toronto,ON,CAN,CAN,71,194,2009,4,92,20112012,N,56,7,7,14
Kale Clague,BUF,L,D,1998-06-05,Regina,SK,CAN,CAN,72,190,2016,2,51,20192020,N,18,0,6,6
Kyle Clifford,TOR,L,L,1991-01-13,Ayr,ON,CAN,CAN,74,218,2009,2,35,20102011,N,50,4,3,7
Connor Clifton,BUF,R,D,1995-04-28,Matawan,NJ,USA,USA,71,192,2013,5,133,20182019,N,44,1,6,7
Cal Clutterbuck,NYI,R,R,1987-11-18,Welland,ON,CAN,CAN,71,215,2006,3,72,20072008,N,50,4,7,11
Braydon Coburn,--,L,D,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,1,8,20052006,N,19,0,2,2
Dylan Coghlan,CAR,R,D,1998-02-19,Duncan,BC,CAN,CAN,74,208,--,--,--,20202021,N,29,3,3,6
Andrew Cogliano,COL,L,C,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,1,25,20072008,N,54,5,6,11
Ian Cole,VAN,L,D,1989-02-21,Ann Arbor,MI,USA,USA,73,225,2007,1,18,20102011,N,54,1,7,8
Blake Coleman,CGY,L,C,1991-11-28,Plano,TX,USA,USA,71,199,2011,3,75,20162017,N,55,14,17,31
Ross Colton,COL,L,C,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,4,118,20202021,N,30,9,3,12
Blake Comeau,--,R,L,1986-02-18,Meadow Lake,SK,CAN,CAN,73,200,2004,2,47,20062007,N,51,4,10,14
J.T. Compher,DET,R,L,1995-04-08,Northbrook,IL,USA,USA,72,190,2013,2,35,20162017,N,48,10,8,18
Maxime Comtois,CAR,L,L,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,2,50,20182019,N,55,16,17,33
Brett Connolly,--,R,R,1992-05-02,Campbell River,BC,CAN,CAN,75,198,2010,1,6,20112012,N,31,3,3,6
Kyle Connor,WPG,L,L,1996-12-09,Shelby Township,MI,USA,USA,73,183,2015,1,17,20162017,N,56,26,24,50
Andrew Copp,DET,L,C,1994-07-08,Ann Arbor,MI,USA,USA,73,203,2013,4,104,20142015,N,55,15,24,39
Nick Cousins,FLA,L,C,1993-07-20,Belleville,ON,CAN,CAN,71,186,2011,3,68,20142015,N,52,5,13,18
Logan Couture,SJS,L,C,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,1,9,20092010,N,53,17,14,31
Sean Couturier,PHI,L,C,1992-12-07,Phoenix,AZ,USA,CAN,76,210,2011,1,8,20112012,N,45,18,23,41
Charlie Coyle,BOS,R,C,1992-03-02,East Weymouth,MA,USA,USA,75,218,2010,1,28,20122013,N,51,6,10,16
Dylan Cozens,BUF,R,C,2001-02-09,Whitehorse,YT,CAN,CAN,75,195,2019,1,7,20202021,N,41,4,9,13
Sidney Crosby,PIT,L,C,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,1,1,20052006,N,55,24,38,62
Lawson Crouse,ARI,L,L,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,215,2015,1,11,20162017,N,51,4,9,13
Kirby Dach,MTL,R,C,2001-01-21,Fort Saskatchewan,AB,CAN,CAN,76,217,2019,1,3,20192020,N,18,2,8,10
Evgenii Dadonov,DAL,L,R,1989-03-12,Chelyabinsk,--,RUS,RUS,72,185,2007,3,71,20092010,N,55,13,7,20
Rasmus Dahlin,BUF,L,D,2000-04-13,Lidkoping,--,SWE,SWE,75,204,2018,1,1,20182019,N,56,5,18,23
Michael Dal Colle,--,L,L,1996-06-20,Woodbridge,ON,CAN,CAN,75,195,2014,1,5,20172018,N,26,1,3,4
Zac Dalpe,FLA,R,C,1989-11-01,Paris,ON,CAN,CAN,74,193,2008,2,45,20102011,N,12,2,1,3
Phillip Danault,LAK,L,C,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,1,26,20142015,N,53,5,19,24
Jeremy Davies,BUF,L,D,1996-12-04,Sainte-Anne-de-Bellevue,QC,CAN,CAN,71,180,2016,7,192,20202021,N,16,0,1,1
Calvin de Haan,TBL,L,D,1991-05-09,Carp,ON,CAN,CAN,73,192,2009,1,12,20112012,N,44,1,9,10
Jacob de la Rose,--,L,L,1995-05-20,Arvika,--,SWE,SWE,75,215,2013,2,34,20142015,N,13,0,1,1
Alex DeBrincat,DET,R,R,1997-12-18,Farmington Hills,MI,USA,USA,68,180,2016,2,39,20172018,N,52,32,24,56
Jake DeBrusk,BOS,L,L,1996-10-17,Edmonton,AB,CAN,CAN,73,198,2015,1,14,20172018,N,41,5,9,14
Danny DeKeyser,--,L,D,1990-03-07,Detroit,MI,USA,USA,75,183,--,--,--,20122013,N,47,4,8,12
Michael Del Zotto,--,L,D,1990-06-24,Stouffville,ON,CAN,CAN,72,195,2008,1,20,20092010,N,53,4,9,13
Ty Dellandrea,DAL,R,C,2000-07-21,Port Perry,ON,CAN,CAN,74,190,2018,1,13,20202021,N,26,3,2,5
Dylan DeMelo,WPG,R,D,1993-05-01,London,ON,CAN,CAN,73,194,2011,6,179,20152016,N,52,0,9,9
Jason Demers,--,R,D,1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,7,186,20092010,N,41,0,4,4
Travis Dermott,ARI,L,D,1996-12-22,Newmarket,ON,CAN,CAN,72,202,2015,2,34,20172018,N,51,2,4,6
Nicolas Deslauriers,PHI,L,L,1991-02-22,LaSalle,QC,CAN,CAN,73,218,2009,3,84,20132014,N,49,5,5,10
Phillip Di Giuseppe,VAN,L,L,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,2,38,20152016,N,31,1,7,8
Jason Dickinson,CHI,L,C,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,1,29,20152016,N,51,7,8,15
Brenden Dillon,WPG,L,D,1990-11-13,New Westminster,BC,CAN,CAN,76,225,--,--,--,20112012,N,56,2,17,19
Christian Djoos,--,L,D,1994-08-06,Gothenburg,--,SWE,SWE,72,180,2012,7,195,20172018,N,36,2,9,11
Noah Dobson,NYI,R,D,2000-01-07,Summerside,PE,CAN,CAN,76,200,2018,1,12,20192020,N,46,3,11,14
Max Domi,TOR,L,C,1995-03-02,Winnipeg,MB,CAN,CAN,70,208,2013,1,12,20152016,N,54,9,15,24
Ryan Donato,CHI,L,C,1996-04-09,Boston,MA,USA,USA,72,190,2014,2,56,20172018,N,50,6,14,20
Joonas Donskoi,--,R,R,1992-04-13,Raahe,--,FIN,FIN,72,185,2010,4,99,20152016,N,51,17,14,31
Drew Doughty,LAK,R,D,1989-12-08,London,ON,CAN,CAN,73,210,2008,1,2,20082009,N,56,8,26,34
Nic Dowd,WSH,R,C,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,7,198,20152016,N,56,11,4,15
Justin Dowling,NJD,L,C,1990-10-01,Calgary,AB,CAN,CAN,70,180,--,--,--,20162017,N,27,1,4,5
Leon Draisaitl,EDM,L,C,1995-10-27,Cologne,--,DEU,DEU,74,209,2014,1,3,20142015,N,56,31,53,84
Jonathan Drouin,COL,L,L,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,198,2013,1,3,20142015,N,44,2,21,23
Jamie Drysdale,PHI,R,D,2002-04-08,Toronto,ON,CAN,CAN,71,185,2020,1,6,20202021,N,24,3,5,8
Dillon Dube,CGY,L,C,1998-07-20,Golden,BC,CAN,CAN,71,185,2016,2,56,20182019,N,51,11,11,22
Pierre-Luc Dubois,LAK,L,C,1998-06-24,Ste-Agathe-des-Monts,QC,CAN,CAN,76,225,2016,1,3,20172018,N,46,9,12,21
Matt Duchene,DAL,L,C,1991-01-16,Haliburton,ON,CAN,CAN,73,210,2009,1,3,20092010,N,34,6,7,13
Anthony Duclair,TBL,L,L,1995-08-26,Pointe-Claire,QC,CAN,CAN,71,197,2013,3,80,20142015,N,43,10,22,32
Mathew Dumba,TBL,R,D,1994-07-25,Regina,SK,CAN,CAN,72,181,2012,1,7,20132014,N,51,6,15,21
Brian Dumoulin,SEA,L,D,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,2,51,20132014,N,41,4,10,14
Vince Dunn,SEA,L,D,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,2,56,20172018,N,43,6,14,20
Christian Dvorak,MTL,L,C,1996-02-02,Palos,IL,USA,USA,73,192,2014,2,58,20162017,N,56,17,14,31
Ryan Dzingel,--,L,C,1992-03-09,Wheaton,IL,USA,USA,72,190,2011,7,204,20152016,N,40,8,5,13
Cody Eakin,--,L,C,1991-05-24,Winnipeg,MB,CAN,CAN,72,196,2009,3,85,20112012,N,46,3,4,7
Jordan Eberle,SEA,R,R,1990-05-15,Regina,SK,CAN,CAN,71,190,2008,1,22,20102011,N,55,16,17,33
Alexander Edler,--,L,D,1986-04-21,Ostersund,--,SWE,SWE,76,210,2004,3,91,20062007,N,52,0,8,8
Joel Edmundson,TOR,L,D,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,2,46,20152016,N,55,3,10,13
Nikolaj Ehlers,WPG,L,L,1996-02-14,Aalborg,--,DNK,DNK,72,172,2014,1,9,20152016,N,47,21,25,46
Jack Eichel,VGK,R,C,1996-10-28,North Chelmsford,MA,USA,USA,74,203,2015,1,2,20152016,N,21,2,16,18
Aaron Ekblad,FLA,R,D,1996-02-07,Windsor,ON,CAN,CAN,76,215,2014,1,1,20142015,N,35,11,11,22
Mattias Ekholm,EDM,L,D,1990-05-24,Borlange,--,SWE,SWE,77,225,2009,4,102,20112012,N,48,6,17,23
Oliver Ekman-Larsson,FLA,L,D,1991-07-17,Karlskrona,--,SWE,SWE,74,191,2009,1,6,20102011,N,46,3,21,24
Lars Eller,PIT,L,C,1989-05-08,Rodovre,--,DNK,DNK,74,205,2007,1,13,20092010,N,44,8,15,23
Ryan Ellis,PHI,R,D,1991-01-03,Hamilton,ON,CAN,CAN,70,180,2009,1,11,20112012,N,35,5,13,18
Pierre Engvall,NYI,L,L,1996-05-31,Ljungby,--,SWE,SWE,77,215,2014,7,188,20192020,N,42,7,5,12
Tyler Ennis,--,L,R,1989-10-06,Edmonton,AB,CAN,CAN,69,160,2008,1,26,20092010,N,30,3,6,9
Joel Eriksson Ek,MIN,L,C,1997-01-29,Karlstad,--,SWE,SWE,75,207,2015,1,20,20162017,N,56,19,11,30
Adam Erne,EDM,L,L,1995-04-20,New Haven,CT,USA,USA,73,215,2013,2,33,20162017,N,45,11,9,20
Jake Evans,MTL,R,C,1996-06-02,Toronto,ON,CAN,CAN,73,187,2014,7,207,20192020,N,47,3,10,13
Robby Fabbri,DET,L,C,1996-01-22,Mississauga,ON,CAN,CAN,73,185,2014,1,21,20152016,N,30,10,8,18
Dante Fabbro,NSH,R,D,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,1,17,20182019,N,40,2,10,12
Radek Faksa,DAL,L,C,1994-01-09,Vitkov,--,CZE,CZE,75,215,2012,1,13,20152016,N,55,6,8,14
Joel Farabee,PHI,L,L,2000-02-25,Syracuse,NY,USA,USA,72,186,2018,1,14,20192020,N,55,20,18,38
Jesper Fast,CAR,R,R,1991-12-02,Nassjo,--,SWE,SWE,73,191,2010,6,157,20132014,N,46,6,13,19
Justin Faulk,STL,R,D,1992-03-20,South St. Paul,MN,USA,USA,72,214,2010,2,37,20112012,N,56,7,18,25
Mario Ferraro,SJS,L,D,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,2,49,20192020,N,56,1,16,17
Kevin Fiala,LAK,L,L,1996-07-22,St. Gallen,--,CHE,CHE,72,205,2014,1,11,20142015,N,50,20,20,40
Valtteri Filppula,--,L,C,1984-03-20,Vantaa,--,FIN,FIN,72,189,2002,3,95,20052006,N,38,6,9,15
Christian Fischer,DET,R,R,1997-04-15,Chicago,IL,USA,USA,74,212,2015,2,32,20162017,N,52,3,8,11
Haydn Fleury,TBL,L,D,1996-07-08,Carlyle,SK,CAN,CAN,76,207,2014,1,7,20172018,N,47,3,1,4
Warren Foegele,EDM,L,L,1996-04-01,Markham,ON,CAN,CAN,74,204,2014,3,67,20172018,N,53,10,10,20
Marcus Foligno,MIN,L,L,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,4,104,20112012,N,39,11,15,26
Nick Foligno,CHI,L,L,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,1,28,20072008,N,49,7,13,20
Cal Foote,NJD,R,D,1998-12-13,Denver,CO,USA,USA,77,224,2017,1,14,20202021,N,35,1,2,3
Derek Forbort,BOS,L,D,1992-03-04,Duluth,MN,USA,USA,76,216,2010,1,15,20152016,N,56,2,10,12
Alex Formenton,OTT,L,L,1999-09-13,Barrie,ON,CAN,CAN,75,195,2017,2,47,20172018,N,20,4,2,6
